;sentiment;text
10157;-1;@USAirways 100 feet from the gate at PHL, but no ground crew. You can't make this up.
4361;1;@SouthwestAir  I USED to always fly Southwest.
681;0;@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?
8057;1;@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3
13394;-1;@AmericanAir @hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs
7683;0;@JetBlue is that supposed to change in the near future?
6354;0;@SouthwestAir any delays today @CAKairport to Orlando?
4483;-1;@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay
2253;-1;@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!
9598;0;@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!
10394;-1;@USAirways worst trip ever!  Wish pilot would've let me off plane at 12pm during 1st delay.  Now 1030pm and still sitting on runway.
12931;-1;@AmericanAir most disgusting chicken entree I've ever seen.  Your standards have seriously nosedived. #NewAmerican http://t.co/56eSsfOOwt
6474;1;@SouthwestAir Awesome - thanks!
8074;0;@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ
5012;1;"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
4995;0;@SouthwestAir safety back in Dallas!
1028;-1;@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.
5985;1;@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!
879;0;@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?
13890;0;@AmericanAir what is the status of flight 1675 tomorrow
12609;-1;@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to.
6959;-1;@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-
13052;0;@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks
2686;1;@united thank you! Good service, safe flight... 1/2 way home!
4703;-1;@SouthwestAir it eventually arrived. just seemed really slow. :)
14025;1;@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
6845;-1;@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound
3259;-1;"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr"
9263;-1;@USAirways very embarrassing.
3283;1;“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!
12114;0;@AmericanAir what's the status of flight 1357 out of sju?
11118;1;@USAirways I just think it's weird to have mileage as 666
3959;1;@united received my bag. I appreciate taking care of the matter and following up!
2303;1;@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!
10788;-1;@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX
1257;-1;@united You can't control turbulence, but you can control customer experience, lot of scared people up here.
11504;-1;@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour
8564;0;@JetBlue do you have mint service from NYC to San Diego?
5850;1;@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
13992;-1;@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid
2469;-1;@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??
1927;-1;@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.
3570;-1;@united it's not there we tried. It's already here in cancun just no one has delivered it
10839;-1;@USAirways yes but lost a whole day.  Frustrating!!  #poor customer service
10851;0;@USAirways Will you guys be offering no-fee changes for flights out of DCA tomorrow afternoon?
6179;0;@SouthwestAir oops, Sorry, Done,
5591;0;@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?
13537;-1;@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines
3632;1;@united Thanks, I will!
10446;1;@USAirways the plane crew has been as professional and courteous as the gate agents were flustered.
6025;0;@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?
11566;-1;@USAirways why didn't you reroute BOS to JAX via DCA through CLT instead forcing an overnight @DCA #passengersLose
8068;0;@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing
3628;0;@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
7026;1;@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF
8406;1;@JetBlue ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256
11379;1;@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd
8223;-1;@JetBlue I love your flights! But theres always some delay unfortunately
7201;1;@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!
4566;1;@SouthwestAir It's all good. Thanks!
44;0;@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?
5115;-1;@SouthwestAir my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you?
11540;-1;"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏"
9674;-1;@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh
13016;-1;@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.
9395;1;@USAirways made it! Just! Huge relief - thanks for your help!
14164;1;"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
7127;0;LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”
6358;1;@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏
7706;1;@JetBlue you got yourselves hot ladies flying the air for life #loyal
4940;1;@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄
12671;1;Keep it up :) @AmericanAir
3886;1;@united Club in Denver is dope 👌
10665;-1;@USAirways at which point in told they have sold my voucher because I wasn't fast enough
4638;0;@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?
6785;1;@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
10633;-1;@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.
7167;0;@JetBlue ...really?
9075;1;@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly
10309;-1;@USAirways thank you for leaving my 74 y/o grandma stranded because connecting flt could not wait 10 minutes. I will never fly you again
13377;-1;@AmericanAir on hold again....estimated 2 hr hold
7882;0;@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???
3736;-1;@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466
11984;-1;@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff
4036;-1;@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf
8957;0;@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM
4597;1;@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!
12009;0;@AmericanAir Flight 35. I'm on my way.
1211;-1;@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?
6978;0;@JetBlue hi guys, do you have a general enquires email address please? Thanks David.
4091;1;@united thanks! :)
8594;0;@JetBlue When I checked yesterday it looked like it did. Did something change?
10398;-1;@USAirways standing in line with 100 people all looking to do the same
4037;0;"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)"
800;-1;@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like
7432;1;@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock
12606;0;@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow
1994;-1;@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp
11910;0;@AmericanAir Thank you, you too!
7343;1;@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!
10538;-1;@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.
14259;0;@AmericanAir @dfwairport got rebooked through the AA online app.
4537;1;@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1
11264;0;@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?
13860;-1;@AmericanAir I just checked the app and it said my flight had been moved back a day? No explanations why. No answer on the 800 number.
11561;1;"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai"
1920;1;@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.
11701;-1;"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today."
11189;1;@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.
8019;0;@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?
10879;1;@USAirways Thank you
398;-1;@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
11249;0;@USAirways if I paid for ticket with advantage world executive card, do I pay baggage fees when flying us airways? Wife traveling now
13644;-1;@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.
